,pm2d5,lat,lon
2018-12-27 00:00:00,58.1363421052632,38.315787,116.858654
2018-12-27 00:01:00,57.7804947368421,38.315787,116.858654
2018-12-27 00:02:00,57.737935,38.315787,116.858654
2018-12-27 00:03:00,59.3061842105263,38.315787,116.858654
2018-12-27 00:04:00,58.25269,38.315787,116.858654
2018-12-27 00:05:00,57.381084210526296,38.315787,116.858654
2018-12-27 00:06:00,57.2682333333333,38.315787,116.858654
2018-12-27 00:07:00,57.764905000000006,38.315787,116.858654
2018-12-27 00:08:00,57.723226315789496,38.315787,116.858654
2018-12-27 00:09:00,58.40009499999999,38.315787,116.858654
2018-12-27 00:10:00,57.718405000000004,38.315787,116.858654
2018-12-27 00:11:00,58.229905,38.315787,116.858654
2018-12-27 00:12:00,59.17525,38.315787,116.858654
2018-12-27 00:13:00,62.11233684210529,38.315787,116.858654
2018-12-27 00:14:00,63.530905000000004,38.315787,116.858654
2018-12-27 00:15:00,62.38746999999999,38.315787,116.858654
2018-12-27 00:16:00,62.455457894736796,38.315787,116.858654
2018-12-27 00:17:00,62.47675,38.315787,116.858654
2018-12-27 00:18:00,62.8054315789474,38.315787,116.858654
2018-12-27 00:19:00,62.871534999999994,38.315787,116.858654
2018-12-27 00:20:00,61.92991,38.315787,116.858654
2018-12-27 00:21:00,62.393784210526285,38.315787,116.858654
2018-12-27 00:22:00,62.8343105263158,38.315787,116.858654
2018-12-27 00:23:00,63.801510526315795,38.315787,116.858654
2018-12-27 00:24:00,62.767375,38.315787,116.858654
2018-12-27 00:25:00,62.7114526315789,38.315787,116.858654
2018-12-27 00:26:00,62.798089473684215,38.315787,116.858654
2018-12-27 00:27:00,63.309565,38.315787,116.858654
2018-12-27 00:28:00,61.986542105263204,38.315787,116.858654
2018-12-27 00:29:00,62.21904210526321,38.315787,116.858654
2018-12-27 00:30:00,62.7976,38.315787,116.858654
2018-12-27 00:31:00,61.558375,38.315787,116.858654
2018-12-27 00:32:00,62.548947368421096,38.315787,116.858654
2018-12-27 00:33:00,61.96850500000001,38.315787,116.858654
2018-12-27 00:34:00,60.422844999999995,38.315787,116.858654
2018-12-27 00:35:00,59.5553263157895,38.315787,116.858654
2018-12-27 00:36:00,59.4285526315789,38.315787,116.858654
2018-12-27 00:37:00,59.01622,38.315787,116.858654
2018-12-27 00:38:00,59.0046684210526,38.315787,116.858654
2018-12-27 00:39:00,58.372268421052595,38.315787,116.858654
2018-12-27 00:40:00,59.055744999999995,38.315787,116.858654
2018-12-27 00:41:00,58.6615473684211,38.315787,116.858654
2018-12-27 00:42:00,57.888594999999995,38.315787,116.858654
2018-12-27 00:43:00,59.369155000000006,38.315787,116.858654
2018-12-27 00:44:00,59.452536842105296,38.315787,116.858654
2018-12-27 00:45:00,59.949940000000005,38.315787,116.858654
2018-12-27 00:46:00,59.6248315789474,38.315787,116.858654
2018-12-27 00:47:00,59.7716736842105,38.315787,116.858654
2018-12-27 00:48:00,58.647940000000006,38.315787,116.858654
2018-12-27 00:49:00,59.6899315789474,38.315787,116.858654
2018-12-27 00:50:00,58.493095,38.315787,116.858654
2018-12-27 00:51:00,57.772344999999994,38.315787,116.858654
2018-12-27 00:52:00,57.62494,38.315787,116.858654
2018-12-27 00:53:00,56.65078947368421,38.315787,116.858654
2018-12-27 00:54:00,57.764342105263204,38.315787,116.858654
2018-12-27 00:55:00,55.660315000000004,38.315787,116.858654
2018-12-27 00:56:00,56.91628000000001,38.315787,116.858654
2018-12-27 00:57:00,56.0913210526316,38.315787,116.858654
2018-12-27 00:58:00,56.719315789473704,38.315787,116.858654
2018-12-27 00:59:00,56.8793736842105,38.315787,116.858654
2018-12-27 01:00:00,57.183655,38.315787,116.858654
2018-12-27 01:01:00,56.2063473684211,38.315787,116.858654
2018-12-27 01:02:00,55.5651368421053,38.315787,116.858654
2018-12-27 01:03:00,54.5910842105263,38.315787,116.858654
2018-12-27 01:04:00,55.34271999999999,38.315787,116.858654
2018-12-27 01:05:00,56.1329263157895,38.315787,116.858654
2018-12-27 01:06:00,56.446678947368405,38.315787,116.858654
2018-12-27 01:07:00,56.3238210526316,38.315787,116.858654
2018-12-27 01:08:00,55.46269,38.315787,116.858654
2018-12-27 01:09:00,54.3052315789474,38.315787,116.858654
2018-12-27 01:10:00,54.1500684210526,38.315787,116.858654
2018-12-27 01:11:00,54.21174210526321,38.315787,116.858654
2018-12-27 01:12:00,55.35899499999999,38.315787,116.858654
2018-12-27 01:13:00,54.146152631579,38.315787,116.858654
2018-12-27 01:14:00,54.62197,38.315787,116.858654
2018-12-27 01:15:00,53.874715,38.315787,116.858654
2018-12-27 01:16:00,54.943284999999996,38.315787,116.858654
2018-12-27 01:17:00,55.626810526315786,38.315787,116.858654
2018-12-27 01:18:00,53.31997,38.315787,116.858654
2018-12-27 01:19:00,54.256284210526296,38.315787,116.858654
2018-12-27 01:20:00,54.90934,38.315787,116.858654
2018-12-27 01:21:00,54.485357894736794,38.315787,116.858654
2018-12-27 01:22:00,53.982595,38.315787,116.858654
2018-12-27 01:23:00,54.967465000000004,38.315787,116.858654
2018-12-27 01:24:00,54.07559499999999,38.315787,116.858654
2018-12-27 01:25:00,54.529435,38.315787,116.858654
2018-12-27 01:26:00,54.579655,38.315787,116.858654
2018-12-27 01:27:00,55.08371500000001,38.315787,116.858654
2018-12-27 01:28:00,55.618465,38.315787,116.858654
2018-12-27 01:29:00,54.99769000000001,38.315787,116.858654
2018-12-27 01:30:00,54.93538,38.315787,116.858654
2018-12-27 01:31:00,54.269034999999995,38.315787,116.858654
2018-12-27 01:32:00,54.595,38.315787,116.858654
2018-12-27 01:33:00,55.32411999999999,38.315787,116.858654
2018-12-27 01:34:00,53.97515500000001,38.315787,116.858654
2018-12-27 01:35:00,56.176,38.315787,116.858654
2018-12-27 01:36:00,57.307345,38.315787,116.858654
2018-12-27 01:37:00,57.0595,38.315787,116.858654
2018-12-27 01:38:00,58.687,38.315787,116.858654
2018-12-27 01:39:00,57.95788,38.315787,116.858654
2018-12-27 01:40:00,58.004845,38.315787,116.858654
2018-12-27 01:41:00,56.98184499999999,38.315787,116.858654
