,pm2d5,lat,lon
2018-12-27 00:00:00,53.93584,38.315219,116.851226
2018-12-27 00:01:00,54.352,38.315219,116.851226
2018-12-27 00:02:00,54.25504,38.315219,116.851226
2018-12-27 00:03:00,54.52816,38.315219,116.851226
2018-12-27 00:04:00,55.37536,38.315219,116.851226
2018-12-27 00:05:00,54.20752,38.315219,116.851226
2018-12-27 00:06:00,53.152,38.315219,116.851226
2018-12-27 00:07:00,53.24800000000001,38.315219,116.851226
2018-12-27 00:08:00,53.64832,38.315219,116.851226
2018-12-27 00:09:00,54.99184,38.315219,116.851226
2018-12-27 00:10:00,54.89632,38.315219,116.851226
2018-12-27 00:11:00,56.48031999999999,38.315219,116.851226
2018-12-27 00:12:00,55.69552,38.315219,116.851226
2018-12-27 00:13:00,54.9448,38.315219,116.851226
2018-12-27 00:14:00,54.94384,38.315219,116.851226
2018-12-27 00:15:00,54.96016,38.315219,116.851226
2018-12-27 00:16:00,58.25584,38.315219,116.851226
2018-12-27 00:17:00,61.82368,38.315219,116.851226
2018-12-27 00:18:00,62.09632,38.315219,116.851226
2018-12-27 00:19:00,64.95952,38.315219,116.851226
2018-12-27 00:20:00,67.90432,38.315219,116.851226
2018-12-27 00:21:00,64.51168,38.315219,116.851226
2018-12-27 00:22:00,63.52,38.315219,116.851226
2018-12-27 00:23:00,62.54512,38.315219,116.851226
2018-12-27 00:24:00,64.06384,38.315219,116.851226
2018-12-27 00:25:00,61.76031999999999,38.315219,116.851226
2018-12-27 00:26:00,59.968,38.315219,116.851226
2018-12-27 00:27:00,60.84736,38.315219,116.851226
2018-12-27 00:28:00,60.75136,38.315219,116.851226
2018-12-27 00:29:00,64.192,38.315219,116.851226
2018-12-27 00:30:00,67.50448,38.315219,116.851226
2018-12-27 00:31:00,65.05648000000001,38.315219,116.851226
2018-12-27 00:32:00,63.32896,38.315219,116.851226
2018-12-27 00:33:00,65.43952,38.315219,116.851226
2018-12-27 00:34:00,58.048,38.315219,116.851226
2018-12-27 00:35:00,57.47248,38.315219,116.851226
2018-12-27 00:36:00,53.61616,38.315219,116.851226
2018-12-27 00:37:00,53.52016,38.315219,116.851226
2018-12-27 00:38:00,54.55984,38.315219,116.851226
2018-12-27 00:39:00,54.70336,38.315219,116.851226
2018-12-27 00:40:00,54.24016,38.315219,116.851226
2018-12-27 00:41:00,53.52016,38.315219,116.851226
2018-12-27 00:42:00,53.95168,38.315219,116.851226
2018-12-27 00:43:00,53.95168,38.315219,116.851226
2018-12-27 00:44:00,54.35056,38.315219,116.851226
2018-12-27 00:45:00,52.65568,38.315219,116.851226
2018-12-27 00:46:00,52.99168,38.315219,116.851226
2018-12-27 00:47:00,54.43264,38.315219,116.851226
2018-12-27 00:48:00,53.16784000000001,38.315219,116.851226
2018-12-27 00:49:00,53.4712,38.315219,116.851226
2018-12-27 00:50:00,51.52,38.315219,116.851226
2018-12-27 00:51:00,52.81648000000001,38.315219,116.851226
2018-12-27 00:52:00,52.30384,38.315219,116.851226
2018-12-27 00:53:00,52.81551999999999,38.315219,116.851226
2018-12-27 00:54:00,53.31184,38.315219,116.851226
2018-12-27 00:55:00,52.70512,38.315219,116.851226
2018-12-27 00:56:00,52.04848,38.315219,116.851226
2018-12-27 00:57:00,53.44048000000001,38.315219,116.851226
2018-12-27 00:58:00,53.18416,38.315219,116.851226
2018-12-27 00:59:00,52.8472,38.315219,116.851226
2018-12-27 01:00:00,52.912,38.315219,116.851226
2018-12-27 01:01:00,51.904,38.315219,116.851226
2018-12-27 01:02:00,51.82336,38.315219,116.851226
2018-12-27 01:03:00,52.95952,38.315219,116.851226
2018-12-27 01:04:00,52.852,38.315219,116.851226
2018-12-27 01:05:00,53.24896,38.315219,116.851226
2018-12-27 01:06:00,52.62304,38.315219,116.851226
2018-12-27 01:07:00,53.15705263,38.315219,116.851226
2018-12-27 01:08:00,53.1352,38.315219,116.851226
2018-12-27 01:09:00,52.63936,38.315219,116.851226
2018-12-27 01:10:00,53.471680000000006,38.315219,116.851226
2018-12-27 01:11:00,52.096,38.315219,116.851226
2018-12-27 01:12:00,52.59184000000001,38.315219,116.851226
2018-12-27 01:13:00,52.06336,38.315219,116.851226
2018-12-27 01:14:00,52.68832,38.315219,116.851226
2018-12-27 01:15:00,52.35184,38.315219,116.851226
2018-12-27 01:16:00,52.03216,38.315219,116.851226
2018-12-27 01:17:00,52.432,38.315219,116.851226
2018-12-27 01:18:00,52.64032,38.315219,116.851226
2018-12-27 01:19:00,52.01584,38.315219,116.851226
2018-12-27 01:20:00,52.94368000000001,38.315219,116.851226
2018-12-27 01:21:00,52.624,38.315219,116.851226
2018-12-27 01:22:00,52.01632,38.315219,116.851226
2018-12-27 01:23:00,52.56016,38.315219,116.851226
2018-12-27 01:24:00,52.91152,38.315219,116.851226
2018-12-27 01:25:00,52.64032,38.315219,116.851226
2018-12-27 01:26:00,52.01632,38.315219,116.851226
2018-12-27 01:27:00,51.80848,38.315219,116.851226
2018-12-27 01:28:00,54.0808,38.315219,116.851226
2018-12-27 01:29:00,53.24800000000001,38.315219,116.851226
2018-12-27 01:30:00,53.37616,38.315219,116.851226
2018-12-27 01:31:00,53.72896,38.315219,116.851226
2018-12-27 01:32:00,52.92736,38.315219,116.851226
2018-12-27 01:33:00,53.37568,38.315219,116.851226
2018-12-27 01:34:00,53.98336,38.315219,116.851226
2018-12-27 01:35:00,53.21632,38.315219,116.851226
2018-12-27 01:36:00,54.112,38.315219,116.851226
2018-12-27 01:37:00,54.71968,38.315219,116.851226
2018-12-27 01:38:00,54.19168000000001,38.315219,116.851226
2018-12-27 01:39:00,53.344,38.315219,116.851226
2018-12-27 01:40:00,53.6488,38.315219,116.851226
2018-12-27 01:41:00,54.41584,38.315219,116.851226
2018-12-27 01:42:00,54.83248,38.315219,116.851226
2018-12-27 01:43:00,54.11152,38.315219,116.851226
2018-12-27 01:44:00,54.04768000000001,38.315219,116.851226
2018-12-27 01:45:00,55.05568,38.315219,116.851226
2018-12-27 01:46:00,54.71968,38.315219,116.851226
2018-12-27 01:47:00,54.19216,38.315219,116.851226
2018-12-27 01:48:00,54.06352,38.315219,116.851226
2018-12-27 01:49:00,53.76016,38.315219,116.851226
2018-12-27 01:50:00,53.63152,38.315219,116.851226
2018-12-27 01:51:00,52.75312,38.315219,116.851226
2018-12-27 01:52:00,52.57552,38.315219,116.851226
2018-12-27 01:53:00,51.76096,38.315219,116.851226
2018-12-27 01:54:00,51.31168,38.315219,116.851226
2018-12-27 01:55:00,52.192,38.315219,116.851226
2018-12-27 01:56:00,49.77712,38.315219,116.851226
2018-12-27 01:57:00,48.2728,38.315219,116.851226
