,pm2d5,lat,lon
2018-12-27 00:00:00,59.50455,38.315898499999996,116.858694
2018-12-27 00:01:00,59.6094,38.3158885,116.8586205
2018-12-27 00:02:00,60.05985,38.315835,116.85861299999999
2018-12-27 00:03:00,60.4797,38.3158565,116.85863049999999
2018-12-27 00:04:00,60.3006,38.3158545,116.858654
2018-12-27 00:05:00,59.7453,38.3158595,116.858654
2018-12-27 00:06:00,61.45575,38.3158645,116.8586185
2018-12-27 00:07:00,61.06515,38.315899,116.85867900000001
2018-12-27 00:08:00,61.0053,38.3158385,116.85866599999999
2018-12-27 00:09:00,59.685,38.3158295,116.858631
2018-12-27 00:10:00,59.8506,38.3158645,116.85864
2018-12-27 00:11:00,60.21015,38.3158775,116.858645
2018-12-27 00:12:00,60.77985,38.315863,116.858703
2018-12-27 00:13:00,62.78955,38.3159,116.8587305
2018-12-27 00:14:00,65.8194,38.3158945,116.8586795
2018-12-27 00:15:00,64.635,38.315875,116.8586935
2018-12-27 00:16:00,64.34925,38.315875,116.85871750000001
2018-12-27 00:17:00,68.6103,38.315863,116.85875049999999
2018-12-27 00:18:00,71.59425,38.315822499999996,116.8587515
2018-12-27 00:19:00,71.7909,38.3158185,116.85867150000001
2018-12-27 00:20:00,73.6197,38.3157785,116.858659
2018-12-27 00:21:00,68.85015,38.3157755,116.85868300000001
2018-12-27 00:22:00,69.15075,38.3157505,116.858639
2018-12-27 00:23:00,69.24075,38.315752,116.85864199999999
2018-12-27 00:24:00,72.20985,38.31577,116.85859850000001
2018-12-27 00:25:00,69.36,38.3158125,116.858607
2018-12-27 00:26:00,70.48545,38.3158635,116.8586415
2018-12-27 00:27:00,70.35045,38.315833500000004,116.85867250000001
2018-12-27 00:28:00,76.9947,38.3158165,116.85864099999999
2018-12-27 00:29:00,79.3797,38.3158625,116.858695
2018-12-27 00:30:00,79.1844,38.315831,116.858643
2018-12-27 00:31:00,73.41,38.315796500000005,116.85863
2018-12-27 00:32:00,71.5497,38.315795,116.858648
2018-12-27 00:33:00,69.22455,38.3158195,116.8586145
