,pm2d5,lat,lon
2018-12-27 00:00:00,56.947485,38.315791,116.858655
2018-12-27 00:01:00,57.702645,38.315745,116.85861499999999
2018-12-27 00:02:00,57.57214499999999,38.3157845,116.858649
2018-12-27 00:03:00,58.514355,38.3157955,116.85863799999998
2018-12-27 00:04:00,57.920145,38.315794,116.85863
2018-12-27 00:05:00,56.26714499999999,38.3158095,116.85866299999999
2018-12-27 00:06:00,56.759130000000006,38.3158485,116.85871499999999
2018-12-27 00:07:00,57.121919999999996,38.3157765,116.858665
2018-12-27 00:08:00,56.8035,38.315716,116.85863
2018-12-27 00:09:00,57.52821,38.315653999999995,116.858617
2018-12-27 00:10:00,56.91921,38.315687,116.858608
2018-12-27 00:11:00,58.34209499999999,38.315708,116.85863400000001
2018-12-27 00:12:00,59.080290000000005,38.315765500000005,116.85866499999999
2018-12-27 00:13:00,61.210919999999994,38.3157445,116.858663
2018-12-27 00:14:00,63.169290000000004,38.315831,116.8586195
2018-12-27 00:15:00,63.835275,38.315824,116.8586105
2018-12-27 00:16:00,62.79171,38.3158295,116.85856000000001
2018-12-27 00:17:00,62.067,38.315833500000004,116.8585465
2018-12-27 00:18:00,62.950919999999996,38.3158805,116.8585335
2018-12-27 00:19:00,62.56029,38.315816,116.858562
2018-12-27 00:20:00,63.386355,38.3158575,116.85860749999999
2018-12-27 00:21:00,62.66121,38.3158595,116.858632
2018-12-27 00:22:00,62.66164499999999,38.315844,116.85864299999999
2018-12-27 00:23:00,62.79258000000001,38.3158405,116.858624
2018-12-27 00:24:00,62.6325,38.3158125,116.858636
2018-12-27 00:25:00,63.894434999999994,38.3158435,116.85856899999999
2018-12-27 00:26:00,62.995725,38.3157645,116.85862549999999
2018-12-27 00:27:00,63.560355,38.315713,116.85864950000001
2018-12-27 00:28:00,63.1545,38.315729499999996,116.8586215
2018-12-27 00:29:00,62.90742,38.3158445,116.858674
2018-12-27 00:30:00,61.74771,38.315870000000004,116.85864
2018-12-27 00:31:00,61.791644999999995,38.3158035,116.85862649999999
2018-12-27 00:32:00,62.09614499999999,38.315758,116.85857649999998
2018-12-27 00:33:00,61.733355,38.3156975,116.85860149999999
2018-12-27 00:34:00,60.848565,38.315745,116.85860349999999
2018-12-27 00:35:00,59.38392,38.315804,116.858686
2018-12-27 00:36:00,58.38429,38.315849,116.858627
2018-12-27 00:37:00,59.12291999999999,38.3158975,116.858653
